,DAY,DEPARTURE_TIME,FLIGHT_NUMBER,DESTINATION_AIRPORT,ORIGIN_AIRPORT,DAY_OF_WEEK,TAXI_OUT
14773,2,608.0,41,BET,ANC,5,15.0
14774,2,604.0,345,SEA,OAK,5,17.0
14775,2,605.0,454,LAX,SEA,5,16.0
14776,2,607.0,57,IAD,BOS,5,24.0
14777,2,608.0,24,JFK,LAX,5,31.0
14778,2,603.0,1279,FLL,DCA,5,12.0
14779,2,558.0,1836,BOS,DTW,5,13.0
14780,2,615.0,1361,LAX,BNA,5,12.0
14781,2,754.0,1492,MSP,PHX,5,95.0
14782,2,610.0,2211,ATL,GRR,5,33.0
14783,2,606.0,939,ATL,GNV,5,14.0
14784,2,610.0,1554,FLL,SJU,5,10.0
14785,2,609.0,4556,IAH,VPS,5,11.0
14786,2,611.0,6071,DEN,GUC,5,35.0
14787,2,615.0,6109,ORD,SGF,5,12.0
14788,2,623.0,287,DEN,STL,5,14.0
14789,2,615.0,1252,LGA,MIA,5,17.0
14790,2,606.0,2886,ATL,ORD,5,51.0
14791,2,606.0,3115,ORD,MEM,5,15.0
14792,2,608.0,3323,MIA,RIC,5,16.0
14793,2,603.0,3601,LGA,DTW,5,10.0
14794,2,606.0,3551,MIA,ORF,5,12.0
14795,2,605.0,3667,LGA,BNA,5,9.0
14796,2,607.0,4441,SLC,ABQ,5,23.0
14797,2,606.0,4613,SEA,PDX,5,14.0
14798,2,608.0,4691,SLC,DEN,5,38.0
14799,2,610.0,4639,SEA,GEG,5,19.0
14800,2,605.0,5572,DEN,MOT,5,51.0
14801,2,628.0,5612,SFO,SLC,5,25.0
14802,2,614.0,6529,LAX,DFW,5,16.0
14803,2,610.0,1312,MIA,STL,5,16.0
14804,2,725.0,269,FLL,BOS,5,13.0
14805,2,612.0,4506,IAH,MLU,5,8.0
14806,2,603.0,3336,LGA,DAY,5,32.0
14807,2,0.0,5337,DEN,MAF,5,0.0
14808,2,605.0,562,LAS,LAX,5,19.0
14809,2,702.0,1403,SJU,JFK,5,30.0
14810,2,611.0,4374,EWR,RIC,5,20.0
14811,2,610.0,107,HNL,KOA,5,13.0
14812,2,608.0,4674,SLC,MFR,5,38.0
14813,2,604.0,4681,SLC,EUG,5,19.0
14814,2,608.0,254,EWR,LAX,5,20.0
14815,2,622.0,325,IAH,PBI,5,12.0
14816,2,615.0,708,LAX,EWR,5,15.0
14817,2,608.0,849,SFO,SAN,5,21.0
14818,2,611.0,810,PHL,SFO,5,17.0
14819,2,611.0,1754,PHX,RNO,5,20.0
14820,2,614.0,1789,CLT,PHX,5,34.0
14821,2,609.0,2001,PHL,TPA,5,12.0
14822,2,614.0,2047,CLT,JFK,5,15.0
14823,2,626.0,802,DAL,ABQ,5,19.0
14824,2,611.0,1629,PHX,ABQ,5,21.0
14825,2,613.0,4808,BNA,AUS,5,12.0
14826,2,615.0,1182,STL,OMA,5,20.0
14827,2,612.0,2446,ATL,PBI,5,11.0
14828,2,633.0,2786,ATL,PHX,5,25.0
14829,2,617.0,4566,MCI,PHX,5,13.0
14830,2,610.0,1063,ONT,PHX,5,60.0
14831,2,656.0,1579,ATL,BWI,5,22.0
14832,2,613.0,175,BUF,BWI,5,8.0
14833,2,610.0,2178,FLL,BWI,5,14.0
14834,2,0.0,2125,MDW,BWI,5,0.0
14835,2,611.0,880,BWI,CLE,5,8.0
14836,2,614.0,1966,ATL,CMH,5,22.0
14837,2,609.0,1628,HOU,DAL,5,6.0
14838,2,618.0,1537,DEN,DAY,5,21.0
14839,2,615.0,927,HOU,FLL,5,14.0
14840,2,632.0,3485,ATL,HOU,5,9.0
14841,2,616.0,4553,LAS,HOU,5,9.0
14842,2,632.0,3498,ATL,STL,5,9.0
14843,2,613.0,436,PHX,HOU,5,14.0
14844,2,614.0,2053,BWI,ISP,5,9.0
14845,2,614.0,4378,LAS,LAX,5,26.0
14846,2,614.0,1442,HOU,LGA,5,10.0
14847,2,614.0,3935,ATL,MCO,5,13.0
14848,2,616.0,1819,LAS,MDW,5,16.0
14849,2,611.0,1149,DAL,SAT,5,15.0
14850,2,609.0,1125,DFW,DTW,5,9.0
14851,2,610.0,1165,JFK,BOS,5,19.0
14852,2,614.0,1581,DCA,DFW,5,9.0
14853,2,602.0,504,SNA,SEA,5,17.0
14854,2,608.0,99,DCA,BDL,5,12.0
14855,2,614.0,962,BOS,SJU,5,16.0
14856,2,605.0,2006,EWR,FLL,5,11.0
14857,2,610.0,2023,ATL,CHS,5,10.0
14858,2,611.0,327,ATL,PHL,5,11.0
14859,2,614.0,824,DTW,PHX,5,13.0
14860,2,614.0,828,ATL,MOB,5,11.0
14861,2,639.0,851,ATL,ELP,5,26.0
14862,2,637.0,878,DTW,MCI,5,16.0
14863,2,614.0,1321,DTW,BUF,5,20.0
14864,2,609.0,1408,SLC,OAK,5,15.0
14865,2,611.0,1610,DTW,DEN,5,89.0
14866,2,611.0,1625,ATL,BWI,5,12.0
14867,2,615.0,1660,ATL,LFT,5,14.0
14868,2,1627.0,1768,ATL,CAE,5,9.0
14869,2,656.0,1866,ATL,SFO,5,17.0
14870,2,612.0,1919,MSP,LGA,5,11.0
14871,2,610.0,2384,SLC,SMF,5,44.0
14872,2,609.0,958,MSP,CLT,5,17.0
14873,2,613.0,978,SLC,SAN,5,20.0
14874,2,0.0,2522,DFW,LAW,5,0.0
14875,2,617.0,2512,DFW,BRO,5,12.0
14876,2,615.0,2572,MEI,PIB,5,11.0
14877,2,611.0,4292,EWR,SBN,5,12.0
14878,2,608.0,4531,IAH,CHS,5,10.0
14879,2,613.0,4558,CLE,LGA,5,18.0
14880,2,607.0,4655,IAH,MEM,5,13.0
14881,2,613.0,5123,ATL,MGM,5,20.0
14882,2,618.0,5253,DTW,OMA,5,28.0
14883,2,611.0,5961,ORD,SCE,5,11.0
14884,2,626.0,1308,CVG,IAD,5,14.0
14885,2,614.0,582,DEN,SLC,5,31.0
14886,2,714.0,711,DEN,RSW,5,13.0
14887,2,610.0,439,DEN,OMA,5,19.0
14888,2,606.0,796,DEN,PDX,5,10.0
14889,2,611.0,2958,DFW,FAR,5,17.0
14890,2,614.0,3432,JFK,DCA,5,16.0
14891,2,644.0,3613,DFW,MSN,5,28.0
14892,2,611.0,3568,LGA,CMH,5,10.0
14893,2,609.0,5256,IAH,COS,5,25.0
14894,2,612.0,2642,ORD,CHO,5,23.0
14895,2,607.0,4787,SLC,GTF,5,21.0
14896,2,726.0,4642,LAX,BOI,5,13.0
14897,2,610.0,5464,DEN,LAR,5,34.0
14898,2,642.0,5582,ATL,ORD,5,19.0
14899,2,605.0,5504,SFO,BFL,5,20.0
14900,2,624.0,5608,LAX,SAN,5,8.0
14901,2,615.0,6571,PHX,DRO,5,23.0
14902,2,606.0,6573,PHX,MRY,5,9.0
14903,2,613.0,6616,PHX,FAT,5,48.0
14904,2,626.0,1187,PBI,EWR,5,12.0
14905,2,853.0,612,ORD,MSP,5,10.0
14906,2,609.0,940,ORD,DFW,5,16.0
14907,2,646.0,6368,DEN,BIS,5,30.0
14908,2,615.0,4739,LAX,SJC,5,16.0
14909,2,615.0,995,SLC,MSO,5,16.0
14910,2,616.0,4417,EWR,OMA,5,22.0
14911,2,614.0,101,HNL,ITO,5,9.0
14912,2,611.0,762,LGA,PBI,5,10.0
14913,2,614.0,1327,LAX,CMH,5,21.0
14914,2,621.0,5254,ORD,SAT,5,24.0
14915,2,619.0,238,IAH,FLL,5,13.0
14916,2,613.0,672,ORD,PDX,5,8.0
14917,2,612.0,1479,DEN,SAN,5,19.0
14918,2,632.0,1528,ORD,SEA,5,15.0
14919,2,619.0,1191,EWR,SAN,5,18.0
14920,2,610.0,460,PHX,SJC,5,23.0
14921,2,614.0,611,PHL,DFW,5,20.0
14922,2,619.0,685,PHL,PBI,5,10.0
14923,2,615.0,1931,CLT,BUF,5,23.0
14924,2,619.0,2040,PHL,MCO,5,21.0
14925,2,618.0,1766,DAL,ATL,5,12.0
14926,2,618.0,1072,LGA,BNA,5,11.0
14927,2,620.0,1002,HOU,MSY,5,13.0
14928,2,618.0,3405,STL,MSY,5,14.0
14929,2,620.0,396,MDW,OAK,5,12.0
14930,2,619.0,619,PDX,OAK,5,8.0
14931,2,619.0,1578,MDW,ONT,5,13.0
14932,2,616.0,1847,PVD,BWI,5,11.0
14933,2,622.0,3037,MDW,DSM,5,18.0
14934,2,619.0,3305,MDW,EWR,5,14.0
14935,2,631.0,1527,BWI,HOU,5,8.0
14936,2,619.0,4288,ATL,LAS,5,18.0
14937,2,622.0,121,HOU,LAS,5,12.0
14938,2,616.0,3487,PHX,LAS,5,13.0
14939,2,613.0,2200,RNO,LAS,5,12.0
14940,2,616.0,866,BNA,MCI,5,11.0
14941,2,617.0,555,ATL,MDW,5,18.0
14942,2,614.0,419,MCO,PVD,5,10.0
14943,2,617.0,3322,ATL,RIC,5,10.0
14944,2,619.0,1988,SJC,SAN,5,17.0
14945,2,612.0,1782,SMF,SAN,5,34.0
14946,2,627.0,4304,SNA,SFO,5,7.0
14947,2,617.0,410,PHX,SMF,5,24.0
14948,2,613.0,40,DCA,ORD,5,15.0
14949,2,628.0,269,DFW,SJC,5,33.0
14950,2,619.0,1186,BOS,DFW,5,18.0
14951,2,615.0,1390,DFW,SAN,5,20.0
14952,2,614.0,2303,DFW,ORD,5,14.0
14953,2,616.0,2420,DFW,LAX,5,27.0
14954,2,617.0,545,SEA,ONT,5,12.0
14955,2,615.0,955,MIA,RDU,5,15.0
14956,2,640.0,1129,SLC,BZN,5,40.0
14957,2,618.0,1156,ATL,PDX,5,10.0
14958,2,617.0,1209,SEA,ANC,5,26.0
14959,2,621.0,1214,DTW,PIT,5,16.0
14960,2,630.0,1452,ATL,ABQ,5,22.0
14961,2,616.0,1518,ATL,MCO,5,17.0
14962,2,609.0,2129,ATL,ROC,5,20.0
14963,2,621.0,2163,MSP,DCA,5,23.0
14964,2,641.0,4179,IAH,GSP,5,11.0
14965,2,616.0,4513,ORD,CLE,5,22.0
14966,2,637.0,4652,IAH,CAE,5,9.0
14967,2,738.0,4690,IAH,ABQ,5,18.0
14968,2,621.0,5534,ATL,BTR,5,9.0
14969,2,617.0,2906,ORD,LIT,5,9.0
14970,2,613.0,2987,ORD,SYR,5,26.0
14971,2,613.0,3205,DFW,SAV,5,14.0
14972,2,645.0,3173,DFW,GRI,5,30.0
14973,2,623.0,470,SAN,PDX,5,14.0
14974,2,619.0,742,MSP,DFW,5,17.0
14975,2,613.0,4762,SLC,PSP,5,12.0
14976,2,607.0,4716,MSP,ISN,5,21.0
14977,2,710.0,4720,PHX,SEA,5,23.0
14978,2,617.0,4795,SLC,OKC,5,33.0
14979,2,620.0,5616,DEN,HLN,5,29.0
14980,2,615.0,7376,SLC,BTM,5,25.0
14981,2,622.0,1096,IAH,MCO,5,14.0
14982,2,619.0,1481,RIC,BOS,5,18.0
14983,2,619.0,1552,LAX,LAS,5,13.0
14984,2,619.0,4598,IAH,CVG,5,13.0
14985,2,616.0,344,DEN,BZN,5,24.0
14986,2,627.0,4624,SLC,FAT,5,20.0
14987,2,644.0,6372,DEN,FSD,5,29.0
14988,2,623.0,1516,ATL,DEN,5,50.0
14989,2,616.0,200,ORD,IAH,5,11.0
14990,2,625.0,1098,IAH,EWR,5,17.0
14991,2,631.0,410,ORD,MIA,5,10.0
14992,2,621.0,842,IAH,TPA,5,10.0
14993,2,648.0,1148,EWR,PHX,5,136.0
14994,2,619.0,598,PHL,LAX,5,22.0
14995,2,626.0,1982,CLT,FLL,5,14.0
14996,2,626.0,2517,SJC,ONT,5,11.0
14997,2,626.0,423,OAK,PHX,5,7.0
14998,2,620.0,3298,BNA,BWI,5,15.0
14999,2,624.0,1818,BOS,BWI,5,12.0
15000,2,623.0,1731,LGA,CAK,5,7.0
15001,2,625.0,4547,DEN,DAL,5,10.0
15002,2,620.0,3556,SAT,DAL,5,5.0
15003,2,624.0,871,ATL,DEN,5,31.0
15004,2,626.0,1711,HOU,TPA,5,18.0
15005,2,622.0,1669,SAN,TUS,5,17.0
15006,2,625.0,4645,MSY,LAX,5,17.0
15007,2,620.0,1983,CMH,MDW,5,15.0
15008,2,621.0,1668,MSP,MDW,5,15.0
15009,2,623.0,2164,BNA,PIT,5,10.0
15010,2,627.0,3859,MDW,SFO,5,11.0
15011,2,625.0,2169,LAS,SLC,5,17.0
15012,2,623.0,326,BUR,SMF,5,23.0
15013,2,625.0,127,DFW,IAD,5,21.0
15014,2,618.0,387,AUS,LAX,5,31.0
15015,2,625.0,1079,DFW,CLT,5,15.0
15016,2,618.0,1207,DFW,PHL,5,12.0
15017,2,620.0,1343,CLT,DFW,5,19.0
15018,2,622.0,1635,DFW,ATL,5,10.0
15019,2,627.0,2202,ORD,RSW,5,18.0
15020,2,619.0,2379,DFW,RDU,5,13.0
15021,2,621.0,2272,DFW,SAT,5,21.0
15022,2,623.0,124,SEA,FAI,5,21.0
15023,2,626.0,70,BOS,FLL,5,13.0
15024,2,623.0,966,BOS,RSW,5,12.0
15025,2,619.0,1985,ATL,DAY,5,30.0
15026,2,621.0,2005,ATL,MLB,5,14.0
15027,2,621.0,690,SLC,BIL,5,11.0
15028,2,618.0,891,ATL,MIA,5,20.0
15029,2,614.0,2180,BOS,EWR,5,15.0
15030,2,623.0,1859,ATL,SAV,5,12.0
15031,2,621.0,1864,MSP,SAN,5,22.0
15032,2,622.0,2480,ATL,MDT,5,10.0
15033,2,625.0,2566,MSP,SFO,5,16.0
15034,2,622.0,5062,ATL,MLU,5,8.0
15035,2,623.0,5219,ATL,PHF,5,11.0
15036,2,621.0,308,DEN,GEG,5,8.0
15037,2,630.0,917,MCO,TTN,5,17.0
15038,2,621.0,2760,ORD,DBQ,5,14.0
15039,2,616.0,2803,ORD,CMH,5,7.0
15040,2,820.0,3609,DFW,LEX,5,16.0
15041,2,634.0,3634,DFW,VPS,5,11.0
15042,2,622.0,969,ORD,BWI,5,11.0
15043,2,620.0,4676,MSP,ICT,5,16.0
15044,2,622.0,4551,SLC,RDM,5,10.0
15045,2,632.0,4724,ATL,SBN,5,24.0
15046,2,621.0,6557,PHX,SBA,5,29.0
15047,2,622.0,6564,PHX,SBP,5,27.0
15048,2,617.0,4418,IAH,PNS,5,9.0
15049,2,736.0,6230,DEN,COS,5,31.0
15050,2,626.0,1710,SLC,LAS,5,15.0
15051,2,643.0,1285,ORD,SFO,5,12.0
15052,2,625.0,5601,ATL,FSD,5,14.0
15053,2,625.0,104,HNL,LIH,5,6.0
15054,2,619.0,7396,SLC,TWF,5,28.0
15055,2,634.0,1592,ATL,SAN,5,14.0
15056,2,622.0,4916,ATL,HPN,5,13.0
15057,2,629.0,4654,SLC,HLN,5,56.0
15058,2,759.0,4537,LAX,GEG,5,20.0
15059,2,624.0,4833,OAK,LAX,5,20.0
15060,2,626.0,577,EWR,SFO,5,16.0
15061,2,633.0,1686,ORD,BDL,5,16.0
15062,2,625.0,1757,DEN,IAH,5,14.0
15063,2,626.0,1052,EWR,ORD,5,13.0
15064,2,628.0,1231,LAX,HNL,5,14.0
15065,2,628.0,401,PHL,CLT,5,13.0
15066,2,626.0,433,PHX,JFK,5,22.0
15067,2,624.0,543,PHL,ATL,5,10.0
15068,2,627.0,567,PHX,SAN,5,17.0
15069,2,635.0,595,PHX,ONT,5,11.0
15070,2,621.0,649,PHX,LAX,5,23.0
15071,2,625.0,674,PHX,EWR,5,12.0
15072,2,618.0,852,CLT,BNA,5,18.0
15073,2,628.0,1724,PHL,IAH,5,13.0
15074,2,635.0,1772,CLT,RSW,5,12.0
15075,2,628.0,1951,CLT,LGA,5,27.0
15076,2,627.0,1965,CLT,PHL,5,18.0
15077,2,621.0,5628,SFO,RNO,5,28.0
15078,2,628.0,2227,LGA,ATL,5,12.0
15079,2,716.0,1612,HOU,PHX,5,8.0
15080,2,631.0,806,MDW,BUF,5,10.0
15081,2,626.0,1600,STL,BWI,5,12.0
15082,2,627.0,4177,TPA,BWI,5,17.0
15083,2,646.0,1852,BNA,CLE,5,8.0
15084,2,631.0,1204,LAS,DAL,5,13.0
15085,2,630.0,1803,STL,DAL,5,9.0
15086,2,626.0,2357,MDW,DCA,5,10.0
15087,2,628.0,1101,HOU,DEN,5,25.0
15088,2,626.0,306,SNA,DEN,5,26.0
15089,2,628.0,2,DAL,HOU,5,8.0
15090,2,625.0,8,HOU,HRL,5,11.0
15091,2,627.0,1520,MDW,IAD,5,12.0
15092,2,630.0,2098,ATL,JAX,5,19.0
15093,2,627.0,4466,BUR,LAS,5,9.0
15094,2,645.0,4022,MDW,LAX,5,9.0
15095,2,636.0,2146,MDW,LGA,5,23.0
15096,2,627.0,4735,MDW,MCI,5,19.0
15097,2,629.0,12,HOU,MEM,5,10.0
15098,2,626.0,1177,DEN,MSP,5,12.0
15099,2,629.0,3323,LAS,SAN,5,21.0
15100,2,634.0,2433,MDW,SAN,5,23.0
15101,2,630.0,4570,MDW,SEA,5,19.0
15102,2,628.0,1602,SMF,SEA,5,22.0
15103,2,632.0,1726,PHX,SFO,5,12.0
15104,2,645.0,4482,DEN,SJC,5,8.0
15105,2,652.0,4660,LAS,SJC,5,7.0
15106,2,626.0,1667,PHX,SJC,5,13.0
15107,2,625.0,148,CLT,MIA,5,11.0
15108,2,621.0,307,ORD,LGA,5,15.0
15109,2,631.0,1381,DFW,EWR,5,21.0
15110,2,627.0,157,OTZ,ANC,5,17.0
15111,2,628.0,499,SEA,SAN,5,14.0
15112,2,619.0,573,PDX,SAN,5,19.0
15113,2,628.0,23,LAX,JFK,5,14.0
15114,2,621.0,1099,MCO,LGA,5,13.0
15115,2,627.0,929,RSW,JFK,5,23.0
15116,2,622.0,1285,PIT,BOS,5,17.0
15117,2,628.0,1941,ATL,MHT,5,17.0
15118,2,640.0,418,JFK,SFO,5,14.0
15119,2,633.0,567,ATL,MCI,5,23.0
15120,2,627.0,783,ATL,MSP,5,16.0
15121,2,627.0,1249,ATL,PWM,5,9.0
15122,2,800.0,1256,ATL,GPT,5,8.0
15123,2,624.0,1363,DTW,TPA,5,9.0
15124,2,628.0,1562,LGA,MSY,5,16.0
15125,2,624.0,1569,ATL,EWR,5,32.0
15126,2,628.0,1598,ATL,SEA,5,26.0
15127,2,623.0,1666,ATL,JAX,5,14.0
15128,2,627.0,1872,ATL,TPA,5,12.0
15129,2,631.0,2114,ATL,COS,5,32.0
15130,2,625.0,2234,MSP,BWI,5,12.0
15131,2,625.0,2283,ATL,DTW,5,17.0
15132,2,629.0,2409,DTW,MSP,5,20.0
15133,2,626.0,894,ATL,FNT,5,9.0
15134,2,629.0,967,DTW,IND,5,12.0
15135,2,627.0,2549,DFW,BPT,5,15.0
15136,2,626.0,3929,JAX,EWR,5,23.0
15137,2,621.0,4306,IAH,GPT,5,8.0
15138,2,620.0,4428,IAH,JAX,5,12.0
15139,2,629.0,4384,IAH,ELP,5,34.0
15140,2,632.0,4589,IAH,JAN,5,14.0
15141,2,619.0,4697,IAH,LRD,5,22.0
15142,2,640.0,5130,ATL,LAN,5,23.0
15143,2,622.0,5214,ATL,AGS,5,14.0
15144,2,626.0,5329,ATL,RAP,5,20.0
15145,2,621.0,5591,ATL,AZO,5,13.0
15146,2,639.0,5782,IAH,LIT,5,35.0
15147,2,623.0,5378,DTW,CID,5,37.0
15148,2,635.0,6107,IAD,RIC,5,11.0
15149,2,629.0,6140,IAH,SAV,5,10.0
15150,2,647.0,6185,IAH,SDF,5,8.0
15151,2,637.0,448,DEN,IDA,5,9.0
15152,2,632.0,1216,ILG,TPA,5,16.0
15153,2,627.0,1246,DFW,DEN,5,13.0
15154,2,642.0,1108,MCO,CLE,5,8.0
15155,2,625.0,2810,DTW,LGA,5,19.0
15156,2,623.0,2913,DFW,GPT,5,9.0
15157,2,627.0,3163,ORD,CWA,5,27.0
15158,2,624.0,3213,ORD,CVG,5,15.0
15159,2,628.0,3550,XNA,LGA,5,16.0
15160,2,631.0,3649,DFW,MGM,5,18.0
15161,2,622.0,4509,MSP,MDW,5,50.0
15162,2,622.0,2604,LAX,SAN,5,19.0
15163,2,622.0,379,MYR,ACY,5,9.0
15164,2,620.0,5381,ORD,STC,5,26.0
15165,2,628.0,2630,ORD,MKE,5,26.0
15166,2,634.0,4776,DEN,SLC,5,34.0
15167,2,900.0,4809,SEA,SJC,5,36.0
15168,2,625.0,5186,SAN,SFO,5,20.0
15169,2,645.0,4732,DTW,BNA,5,12.0
15170,2,631.0,5581,LAX,MSP,5,18.0
15171,2,721.0,5396,MKE,ORD,5,8.0
15172,2,619.0,6588,PHX,BFL,5,26.0
15173,2,628.0,1492,IAH,ORD,5,15.0
15174,2,630.0,1633,ATL,EWR,5,18.0
15175,2,625.0,114,OGG,HNL,5,10.0
15176,2,733.0,4311,IAD,ORD,5,12.0
15177,2,628.0,4327,MSY,EWR,5,18.0
15178,2,654.0,5361,FWA,ORD,5,19.0
15179,2,629.0,4811,CVG,BNA,5,12.0
15180,2,626.0,675,MSY,JFK,5,30.0
15181,2,623.0,5297,ORD,MKE,5,23.0
15182,2,627.0,4579,DTW,PLN,5,31.0
15183,2,632.0,281,EWR,MIA,5,13.0
15184,2,628.0,305,ORD,LAX,5,18.0
15185,2,730.0,434,SFO,IAD,5,13.0
15186,2,631.0,474,PHX,LAS,5,12.0
15187,2,630.0,700,PHL,SEA,5,18.0
15188,2,629.0,1979,ORD,CLT,5,21.0
15189,2,844.0,1158,DEN,ABQ,5,8.0
15190,2,631.0,4274,MCO,AUS,5,17.0
15191,2,638.0,982,ATL,BDL,5,12.0
15192,2,632.0,673,BWI,BNA,5,16.0
15193,2,627.0,2071,ONT,OAK,5,10.0
15194,2,639.0,422,STL,OKC,5,21.0
15195,2,631.0,3585,MDW,ORF,5,9.0
15196,2,635.0,425,MDW,PDX,5,10.0
15197,2,631.0,3675,FLL,PHL,5,17.0
15198,2,630.0,4476,MDW,PHL,5,10.0
15199,2,630.0,2313,LAS,BWI,5,12.0
15200,2,633.0,4899,MCO,CMH,5,19.0
15201,2,644.0,3392,HOU,DCA,5,12.0
15202,2,629.0,546,AUS,ELP,5,16.0
15203,2,630.0,3039,DEN,GRR,5,10.0
15204,2,641.0,3219,ATL,IND,5,10.0
15205,2,629.0,1714,ATL,MSY,5,14.0
15206,2,707.0,205,SAN,PHX,5,11.0
15207,2,636.0,125,SMF,PHX,5,19.0
15208,2,631.0,1976,MCO,PIT,5,9.0
15209,2,632.0,1244,LAX,RNO,5,16.0
15210,2,634.0,4658,ATL,SAT,5,14.0
15211,2,639.0,3503,ATL,SFO,5,13.0
15212,2,643.0,2573,BUR,SJC,5,19.0
15213,2,701.0,511,LAX,SJC,5,12.0
15214,2,633.0,129,DFW,JAX,5,13.0
15215,2,651.0,394,LGA,ORD,5,9.0
15216,2,627.0,1349,DFW,MSY,5,14.0
15217,2,634.0,1543,DFW,PIT,5,10.0
15218,2,630.0,2220,DFW,COS,5,29.0
15219,2,634.0,232,SAN,PDX,5,12.0
15220,2,630.0,240,SAN,SEA,5,12.0
15221,2,630.0,724,SLC,SEA,5,10.0
15222,2,624.0,475,MCO,PVD,5,10.0
15223,2,628.0,1467,PBI,HPN,5,15.0
15224,2,629.0,1441,LAS,JFK,5,18.0
15225,2,633.0,548,ATL,VPS,5,38.0
15226,2,641.0,2290,ATL,PIT,5,13.0
15227,2,627.0,5579,ATL,ABE,5,13.0
15228,2,631.0,2843,ORD,EVV,5,11.0
15229,2,642.0,2847,LGA,STL,5,18.0
15230,2,927.0,3443,DFW,SPI,5,17.0
15231,2,627.0,3460,ONT,PDX,5,16.0
15232,2,645.0,7392,SLC,SGU,5,14.0
15233,2,625.0,775,EWR,RSW,5,12.0
15234,2,635.0,1988,DCA,MCO,5,12.0
15235,2,635.0,1056,MSP,SJC,5,13.0
15236,2,638.0,204,ORD,BWI,5,14.0
15237,2,638.0,312,EWR,BOS,5,11.0
15238,2,758.0,1284,EWR,LAS,5,19.0
15239,2,651.0,1291,ORD,FLL,5,14.0
15240,2,639.0,1718,CLT,MCO,5,16.0
15241,2,632.0,1943,CLT,BWI,5,13.0
15242,2,647.0,1946,CLT,EWR,5,14.0
15243,2,638.0,805,SFO,PDX,5,13.0
15244,2,637.0,784,ATL,AUS,5,16.0
15245,2,636.0,59,DCA,BNA,5,13.0
15246,2,637.0,2494,LAS,OMA,5,17.0
15247,2,726.0,4121,LAX,PHX,5,16.0
15248,2,653.0,622,AUS,DAL,5,16.0
15249,2,637.0,4638,STL,DCA,5,13.0
15250,2,637.0,1170,LAS,FLL,5,11.0
15251,2,636.0,2238,BOI,GEG,5,9.0
15252,2,641.0,1171,TUL,HOU,5,9.0
15253,2,640.0,3492,LAX,MDW,5,24.0
15254,2,637.0,1655,TPA,MHT,5,9.0
15255,2,739.0,3858,SJC,SEA,5,15.0
15256,2,642.0,466,SAN,SJC,5,8.0
15257,2,638.0,1903,SNA,SMF,5,18.0
15258,2,630.0,1305,DFW,DSM,5,20.0
15259,2,640.0,1285,DFW,IAH,5,29.0
15260,2,648.0,1562,DFW,RIC,5,13.0
15261,2,632.0,1539,ORD,RDU,5,11.0
15262,2,640.0,2476,MIA,BDL,5,13.0
15263,2,637.0,548,SEA,BLI,5,11.0
15264,2,651.0,558,LAX,PDX,5,24.0
15265,2,638.0,560,PSP,SEA,5,19.0
15266,2,638.0,569,PDX,LAX,5,17.0
15267,2,731.0,662,DFW,SEA,5,10.0
15268,2,636.0,709,SJC,SLC,5,29.0
15269,2,637.0,1984,ATL,AUS,5,13.0
15270,2,640.0,1093,ATL,LEX,5,18.0
15271,2,639.0,1250,SEA,SLC,5,21.0
15272,2,633.0,1332,ATL,RSW,5,16.0
15273,2,647.0,1417,ATL,ROA,5,12.0
15274,2,641.0,2276,LGA,MCO,5,12.0
15275,2,640.0,898,SLC,BOI,5,25.0
15276,2,641.0,2506,DFW,CRP,5,17.0
15277,2,651.0,2555,DFW,SHV,5,12.0
15278,2,646.0,2561,DFW,BTR,5,10.0
15279,2,639.0,2537,DFW,MLU,5,39.0
15280,2,632.0,4123,IAH,TYS,5,18.0
15281,2,639.0,4960,DTW,CAK,5,11.0
15282,2,636.0,5187,ATL,GTR,5,14.0
15283,2,641.0,5223,DTW,PIA,5,27.0
15284,2,641.0,5953,ORD,MSN,5,16.0
15285,2,859.0,2775,DFW,PIA,5,27.0
15286,2,0.0,2966,DFW,ROW,5,0.0
15287,2,649.0,3006,LGA,SDF,5,19.0
15288,2,639.0,3359,DFW,FWA,5,9.0
15289,2,640.0,3476,MIA,CHS,5,15.0
15290,2,634.0,3430,DSM,ORD,5,10.0
15291,2,640.0,3589,MIA,GSO,5,10.0
15292,2,643.0,3552,LGA,RDU,5,14.0
15293,2,635.0,705,FLL,LGA,5,11.0
15294,2,745.0,567,ATL,DTW,5,11.0
15295,2,644.0,417,FLL,DTW,5,10.0
15296,2,633.0,3456,BUR,PDX,5,17.0
15297,2,645.0,4614,SLC,GJT,5,28.0
15298,2,633.0,4704,MSP,RAP,5,30.0
15299,2,636.0,6495,LAX,COS,5,37.0
15300,2,713.0,4152,BWI,ORD,5,15.0
15301,2,1016.0,5291,DEN,GCC,5,16.0
15302,2,643.0,1606,ORD,TPA,5,9.0
15303,2,641.0,1457,IAH,LAX,5,12.0
15304,2,643.0,792,MSP,MCI,5,17.0
15305,2,646.0,346,IAH,SNA,5,23.0
15306,2,643.0,1037,ORD,BOS,5,17.0
15307,2,654.0,1247,DEN,LGA,5,17.0
15308,2,639.0,593,PHX,SNA,5,35.0
15309,2,645.0,1977,CLT,DTW,5,13.0
15310,2,648.0,2033,PHL,JAX,5,10.0
15311,2,639.0,922,LAX,SFO,5,10.0
15312,2,652.0,446,LAS,ABQ,5,20.0
15313,2,818.0,3739,MCO,ALB,5,8.0
